Fecha,NFactura,Vendedor,Cliente,Producto,Lote,Cantidad,PrecioUnitario,CostoUnitario,Categoria,StockInicial,StockFinal,Bodega
2023-10-23,F00135,Juan Pérez,MetalMaq Ltda,Removedor de Ceras,L231002,12,8486,5114,Solventes,42,30,Bodega Centro
2023-10-23,F00136,Pedro Ruiz,Supermercados Nova,Detergente Alcalino,L231011,18,3865,2465,Limpieza,85,67,Bodega Centro
2023-10-23,F00136,Pedro Ruiz,Supermercados Nova,Sellador Epóxico,L231005,6,12240,9111,Químicos,34,28,Bodega Centro
2023-10-23,F00136,Pedro Ruiz,Supermercados Nova,Solvente Multiuso,L231013,17,7177,5028,Solventes,62,45,Bodega Centro
2023-10-23,F00137,Juan Pérez,Alimentos Andinos,Sellador Epóxico,L231018,2,12918,8716,Químicos,7,5,Bodega Centro
2023-10-23,F00137,Juan Pérez,Alimentos Andinos,Sellador Epóxico,L231026,1,12918,8716,Químicos,1,0,Bodega Centro
2023-10-23,F00137,Juan Pérez,Alimentos Andinos,Aditivo Antiespuma,L231024,52,5351,3640,Químicos,185,133,Bodega Centro
2023-10-23,F00138,Ana Torres,MetalMaq Ltda,Desinfectante Amonio,L231015,9,5312,3102,Limpieza,27,18,Bodega Norte
2023-10-23,F00139,Pedro Ruiz,Industrias Polar,Solvente Multiuso,L231028,28,7567,4738,Solventes,74,46,Bodega Centro
2023-10-23,F00139,Pedro Ruiz,Industrias Polar,Aditivo Antiespuma,L231004,47,5480,3556,Químicos,174,127,Bodega Centro
2023-10-23,F00139,Pedro Ruiz,Industrias Polar,Desengrasante Industrial,L231007,24,5079,3111,Químicos,106,82,Bodega Centro
2023-10-23,F00139,Pedro Ruiz,Industrias Polar,Detergente Enzimático,L231015,41,5819,4147,Limpieza,120,79,Bodega Centro
2023-10-23,F00139,Pedro Ruiz,Industrias Polar,Detergente Alcalino,L231016,5,3747,2507,Limpieza,20,15,Bodega Centro
2023-10-23,F00139,Pedro Ruiz,Industrias Polar,Detergente Alcalino,L231016,3,3747,2507,Limpieza,11,8,Bodega Centro
2023-10-24,F00140,Pedro Ruiz,Comercial FríoSur,Desengrasante Industrial,L231013,6,5070,3211,Químicos,23,17,Bodega Centro
2023-10-25,F00141,Pedro Ruiz,Supermercados Nova,Sellador Epóxico,L231008,4,12563,8724,Químicos,12,8,Bodega Norte
2023-10-25,F00141,Pedro Ruiz,Supermercados Nova,Desinfectante Amonio,L231021,11,5581,3018,Limpieza,29,18,Bodega Norte
2023-10-25,F00142,María López,Alimentos Andinos,Removedor de Ceras,L231009,5,8411,5097,Solventes,13,8,Bodega Sur
2023-10-25,F00142,María López,Alimentos Andinos,Desengrasante Industrial,L231011,66,4789,3006,Químicos,108,42,Bodega Sur
2023-10-25,F00142,María López,Alimentos Andinos,Sellador Epóxico,L231001,10,13089,8441,Químicos,24,14,Bodega Sur
2023-10-25,F00143,Pedro Ruiz,Logística Andes,Desengrasante Industrial,L231027,20,5247,2979,Químicos,69,49,Bodega Sur
2023-10-25,F00143,Pedro Ruiz,Logística Andes,Desengrasante Industrial,L231016,22,5247,2979,Químicos,43,21,Bodega Sur
2023-10-25,F00143,Pedro Ruiz,Logística Andes,Sellador Epóxico,L231006,4,12378,8445,Químicos,15,11,Bodega Sur
2023-10-25,F00143,Pedro Ruiz,Logística Andes,Desinfectante Amonio,L231014,18,4998,2996,Limpieza,68,50,Bodega Sur
2023-10-25,F00143,Pedro Ruiz,Logística Andes,Detergente Alcalino,L231019,27,4219,2465,Limpieza,81,54,Bodega Sur
2023-10-26,F00144,Ana Torres,Química Valpo,Removedor de Ceras,L231002,5,9178,5447,Solventes,18,13,Bodega Sur
2023-10-26,F00144,Ana Torres,Química Valpo,Detergente Alcalino,L231025,8,3795,2367,Limpieza,24,16,Bodega Sur
2023-10-26,F00144,Ana Torres,Química Valpo,Solvente Multiuso,L231022,23,7649,5049,Solventes,56,33,Bodega Sur
2023-10-26,F00145,María López,Supermercados Nova,Removedor de Ceras,L231003,5,8608,4876,Solventes,13,8,Bodega Norte
2023-10-26,F00145,María López,Supermercados Nova,Desengrasante Industrial,L231026,44,5152,3161,Químicos,131,87,Bodega Norte
2023-10-26,F00146,Pedro Ruiz,Servicios Mineros Z,Detergente Alcalino,L231029,17,3717,2458,Limpieza,39,22,Bodega Sur
2023-10-27,F00147,Pedro Ruiz,MetalMaq Ltda,Aditivo Antiespuma,L231014,32,5689,3458,Químicos,67,35,Bodega Norte
2023-10-27,F00147,Pedro Ruiz,MetalMaq Ltda,Solvente Multiuso,L231012,17,8065,4759,Solventes,68,51,Bodega Norte
2023-10-27,F00147,Pedro Ruiz,MetalMaq Ltda,Desengrasante Industrial,L231023,17,5100,3154,Químicos,50,33,Bodega Norte
2023-10-30,F00148,Juan Pérez,Supermercados Nova,Detergente Enzimático,L231001,54,5796,3978,Limpieza,313,259,Bodega Centro
2023-10-30,F00148,Juan Pérez,Supermercados Nova,Removedor de Ceras,L231008,4,9626,5386,Solventes,10,6,Bodega Centro
2023-10-30,F00148,Juan Pérez,Supermercados Nova,Removedor de Ceras,L231029,3,9626,5386,Solventes,9,6,Bodega Centro
2023-10-30,F00148,Juan Pérez,Supermercados Nova,Detergente Alcalino,L231004,7,4153,2365,Limpieza,21,14,Bodega Centro
2023-10-30,F00148,Juan Pérez,Supermercados Nova,Detergente Alcalino,L231024,2,4153,2365,Limpieza,5,3,Bodega Centro
2023-10-30,F00148,Juan Pérez,Supermercados Nova,Aditivo Antiespuma,L231015,56,5727,3255,Químicos,79,23,Bodega Centro
2023-10-30,F00149,Juan Pérez,Retail Pacífico,Detergente Enzimático,L231022,35,5936,3783,Limpieza,108,73,Bodega Norte
2023-10-30,F00149,Juan Pérez,Retail Pacífico,Detergente Enzimático,L231016,15,5936,3783,Limpieza,23,8,Bodega Norte
2023-11-01,F00150,Pedro Ruiz,Distribuidora Austral,Detergente Enzimático,L231110,35,6251,4138,Limpieza,97,62,Bodega Centro
2023-11-01,F00150,Pedro Ruiz,Distribuidora Austral,Desengrasante Industrial,L231125,45,4693,3288,Químicos,183,138,Bodega Centro
2023-11-01,F00150,Pedro Ruiz,Distribuidora Austral,Desengrasante Industrial,L231117,12,4693,3288,Químicos,39,27,Bodega Centro
2023-11-01,F00150,Pedro Ruiz,Distribuidora Austral,Sellador Epóxico,L231125,6,12711,8686,Químicos,26,20,Bodega Centro
2023-11-01,F00150,Pedro Ruiz,Distribuidora Austral,Detergente Alcalino,L231118,19,4153,2458,Limpieza,69,50,Bodega Centro
2023-11-01,F00150,Pedro Ruiz,Distribuidora Austral,Removedor de Ceras,L231121,1,9389,5069,Solventes,1,0,Bodega Centro
2023-11-01,F00150,Pedro Ruiz,Distribuidora Austral,Removedor de Ceras,L231107,1,9389,5069,Solventes,1,0,Bodega Centro
2023-11-02,F00151,Ana Torres,Comercial FríoSur,Detergente Enzimático,L231115,46,5996,4143,Limpieza,65,19,Bodega Centro
2023-11-02,F00151,Ana Torres,Comercial FríoSur,Solvente Multiuso,L231127,2,7394,4794,Solventes,5,3,Bodega Centro
2023-11-02,F00151,Ana Torres,Comercial FríoSur,Solvente Multiuso,L231118,10,7394,4794,Solventes,43,33,Bodega Centro
2023-11-02,F00151,Ana Torres,Comercial FríoSur,Sellador Epóxico,L231105,7,13041,8627,Químicos,22,15,Bodega Centro
2023-11-02,F00151,Ana Torres,Comercial FríoSur,Desinfectante Amonio,L231125,22,5441,3033,Limpieza,89,67,Bodega Centro
2023-11-02,F00152,Juan Pérez,Servicios Mineros Z,Removedor de Ceras,L231102,10,9065,5057,Solventes,35,25,Bodega Norte
2023-11-02,F00152,Juan Pérez,Servicios Mineros Z,Sellador Epóxico,L231113,2,12531,8773,Químicos,7,5,Bodega Norte
2023-11-02,F00152,Juan Pérez,Servicios Mineros Z,Desinfectante Amonio,L231125,10,5188,2984,Limpieza,29,19,Bodega Norte
2023-11-02,F00153,Juan Pérez,Industrias Polar,Detergente Alcalino,L231107,22,3846,2330,Limpieza,67,45,Bodega Sur
2023-11-02,F00154,Ana Torres,Comercial FríoSur,Desengrasante Industrial,L231111,24,5129,3245,Químicos,115,91,Bodega Centro
2023-11-02,F00154,Ana Torres,Comercial FríoSur,Sellador Epóxico,L231103,7,12196,8821,Químicos,27,20,Bodega Centro
2023-11-02,F00155,Ana Torres,Química Valpo,Detergente Alcalino,L231107,31,4056,2217,Limpieza,112,81,Bodega Sur
2023-11-02,F00155,Ana Torres,Química Valpo,Desinfectante Amonio,L231113,3,5275,3356,Limpieza,12,9,Bodega Sur
2023-11-02,F00156,María López,Logística Andes,Sellador Epóxico,L231122,2,12698,9223,Químicos,10,8,Bodega Norte
2023-11-02,F00156,María López,Logística Andes,Sellador Epóxico,L231117,5,12698,9223,Químicos,10,5,Bodega Norte
2023-11-03,F00157,Ana Torres,Comercial FríoSur,Desinfectante Amonio,L231114,18,5276,3326,Limpieza,29,11,Bodega Norte
2023-11-03,F00157,Ana Torres,Comercial FríoSur,Detergente Enzimático,L231120,16,6652,4127,Limpieza,41,25,Bodega Norte
2023-11-03,F00157,Ana Torres,Comercial FríoSur,Solvente Multiuso,L231117,30,7913,4674,Solventes,108,78,Bodega Norte
2023-11-03,F00158,María López,Comercial FríoSur,Removedor de Ceras,L231108,6,8472,5236,Solventes,18,12,Bodega Centro
2023-11-03,F00158,María López,Comercial FríoSur,Aditivo Antiespuma,L231105,23,5554,3703,Químicos,37,14,Bodega Centro
2023-11-03,F00158,María López,Comercial FríoSur,Desengrasante Industrial,L231129,69,5129,3081,Químicos,245,176,Bodega Centro
2023-11-03,F00158,María López,Comercial FríoSur,Sellador Epóxico,L231111,6,13151,9332,Químicos,26,20,Bodega Centro
2023-11-03,F00159,Juan Pérez,Retail Pacífico,Removedor de Ceras,L231111,5,9464,5559,Solventes,9,4,Bodega Sur
2023-11-04,F00160,María López,Alimentos Andinos,Aditivo Antiespuma,L231111,28,5340,3308,Químicos,80,52,Bodega Norte
2023-11-04,F00161,María López,Química Valpo,Aditivo Antiespuma,L231108,41,5470,3240,Químicos,134,93,Bodega Norte
2023-11-04,F00161,María López,Química Valpo,Desinfectante Amonio,L231107,20,5383,3009,Limpieza,72,52,Bodega Norte
2023-11-04,F00161,María López,Química Valpo,Detergente Enzimático,L231102,44,6423,4089,Limpieza,135,91,Bodega Norte
2023-11-06,F00162,María López,Logística Andes,Removedor de Ceras,L231110,2,9180,5162,Solventes,7,5,Bodega Centro
2023-11-06,F00162,María López,Logística Andes,Aditivo Antiespuma,L231126,29,5988,3374,Químicos,72,43,Bodega Centro
2023-11-06,F00162,María López,Logística Andes,Desinfectante Amonio,L231119,18,5124,3077,Limpieza,59,41,Bodega Centro
2023-11-06,F00163,María López,Distribuidora Austral,Removedor de Ceras,L231118,9,9292,4907,Solventes,30,21,Bodega Norte
2023-11-06,F00163,María López,Distribuidora Austral,Detergente Enzimático,L231105,48,6092,3931,Limpieza,162,114,Bodega Norte
2023-11-06,F00164,Juan Pérez,Industrias Polar,Solvente Multiuso,L231101,5,7488,4371,Solventes,12,7,Bodega Norte
2023-11-06,F00164,Juan Pérez,Industrias Polar,Solvente Multiuso,L231111,25,7488,4371,Solventes,65,40,Bodega Norte
2023-11-06,F00164,Juan Pérez,Industrias Polar,Sellador Epóxico,L231125,6,11949,9553,Químicos,17,11,Bodega Norte
2023-11-06,F00164,Juan Pérez,Industrias Polar,Sellador Epóxico,L231127,2,11949,9553,Químicos,5,3,Bodega Norte
2023-11-07,F00165,María López,Logística Andes,Sellador Epóxico,L231122,1,12125,8516,Químicos,2,1,Bodega Norte
2023-11-07,F00165,María López,Logística Andes,Solvente Multiuso,L231124,18,7932,4978,Solventes,82,64,Bodega Norte
2023-11-07,F00166,Pedro Ruiz,Industrias Polar,Desengrasante Industrial,L231126,39,4933,3095,Químicos,126,87,Bodega Norte
2023-11-07,F00166,Pedro Ruiz,Industrias Polar,Removedor de Ceras,L231108,1,9578,5004,Solventes,3,2,Bodega Norte
2023-11-07,F00167,María López,Logística Andes,Sellador Epóxico,L231103,4,12832,8312,Químicos,4,0,Bodega Sur
2023-11-08,F00168,Pedro Ruiz,Alimentos Andinos,Desengrasante Industrial,L231103,48,4688,3247,Químicos,88,40,Bodega Sur
2023-11-08,F00168,Pedro Ruiz,Alimentos Andinos,Detergente Enzimático,L231104,40,6673,4148,Limpieza,51,11,Bodega Sur
2023-11-11,F00169,Juan Pérez,Química Valpo,Detergente Alcalino,L231121,16,3996,2240,Limpieza,53,37,Bodega Sur
2023-11-11,F00169,Juan Pérez,Química Valpo,Removedor de Ceras,L231127,1,8620,4903,Solventes,3,2,Bodega Sur
2023-11-11,F00170,Ana Torres,Alimentos Andinos,Desengrasante Industrial,L231113,36,4729,3017,Químicos,50,14,Bodega Norte
2023-11-11,F00170,Ana Torres,Alimentos Andinos,Aditivo Antiespuma,L231107,19,5675,3271,Químicos,28,9,Bodega Norte
2023-11-11,F00171,Ana Torres,Industrias Polar,Detergente Enzimático,L231112,8,6450,3814,Limpieza,20,12,Bodega Sur
2023-11-11,F00171,Ana Torres,Industrias Polar,Detergente Enzimático,L231107,68,6450,3814,Limpieza,114,46,Bodega Sur
2023-11-14,F00172,Ana Torres,Distribuidora Austral,Solvente Multiuso,L231127,17,7308,4682,Solventes,26,9,Bodega Sur
2023-11-14,F00172,Ana Torres,Distribuidora Austral,Aditivo Antiespuma,L231119,8,6078,3636,Químicos,25,17,Bodega Sur
2023-11-14,F00172,Ana Torres,Distribuidora Austral,Aditivo Antiespuma,L231118,10,6078,3636,Químicos,34,24,Bodega Sur
2023-11-14,F00172,Ana Torres,Distribuidora Austral,Detergente Alcalino,L231114,20,4024,2228,Limpieza,74,54,Bodega Sur
2023-11-15,F00173,Pedro Ruiz,Alimentos Andinos,Detergente Enzimático,L231103,29,6016,3761,Limpieza,64,35,Bodega Centro
2023-11-15,F00173,Pedro Ruiz,Alimentos Andinos,Sellador Epóxico,L231121,9,13428,9374,Químicos,22,13,Bodega Centro
2023-11-15,F00173,Pedro Ruiz,Alimentos Andinos,Removedor de Ceras,L231107,5,9289,4969,Solventes,16,11,Bodega Centro
2023-11-15,F00173,Pedro Ruiz,Alimentos Andinos,Aditivo Antiespuma,L231104,43,5472,3430,Químicos,161,118,Bodega Centro
2023-11-15,F00174,María López,Alimentos Andinos,Desengrasante Industrial,L231101,36,4672,3053,Químicos,123,87,Bodega Sur
2023-11-15,F00175,Juan Pérez,Comercial FríoSur,Desengrasante Industrial,L231127,35,4688,2895,Químicos,82,47,Bodega Norte
2023-11-15,F00175,Juan Pérez,Comercial FríoSur,Removedor de Ceras,L231115,1,9140,5321,Solventes,2,1,Bodega Norte
2023-11-15,F00175,Juan Pérez,Comercial FríoSur,Desinfectante Amonio,L231127,23,5648,2989,Limpieza,108,85,Bodega Norte
2023-11-16,F00176,Ana Torres,MetalMaq Ltda,Solvente Multiuso,L231110,16,7327,4777,Solventes,32,16,Bodega Sur
2023-11-16,F00176,Ana Torres,MetalMaq Ltda,Solvente Multiuso,L231121,1,7327,4777,Solventes,3,2,Bodega Sur
2023-11-16,F00176,Ana Torres,MetalMaq Ltda,Sellador Epóxico,L231128,5,12161,8942,Químicos,11,6,Bodega Sur
2023-11-16,F00177,María López,MetalMaq Ltda,Detergente Enzimático,L231115,41,6578,4014,Limpieza,116,75,Bodega Sur
2023-11-16,F00177,María López,MetalMaq Ltda,Aditivo Antiespuma,L231103,31,5719,3360,Químicos,110,79,Bodega Sur
2023-11-16,F00177,María López,MetalMaq Ltda,Sellador Epóxico,L231121,7,12696,8884,Químicos,20,13,Bodega Sur
2023-11-16,F00177,María López,MetalMaq Ltda,Removedor de Ceras,L231116,6,8634,5246,Solventes,17,11,Bodega Sur
2023-11-17,F00178,María López,Química Valpo,Sellador Epóxico,L231112,5,13200,9564,Químicos,13,8,Bodega Norte
2023-11-17,F00178,María López,Química Valpo,Desengrasante Industrial,L231123,32,5031,3254,Químicos,69,37,Bodega Norte
2023-11-17,F00179,Ana Torres,Distribuidora Austral,Desengrasante Industrial,L231112,51,4610,3072,Químicos,181,130,Bodega Centro
2023-11-17,F00179,Ana Torres,Distribuidora Austral,Removedor de Ceras,L231121,9,8515,5522,Solventes,43,34,Bodega Centro
2023-11-17,F00180,Ana Torres,Química Valpo,Desengrasante Industrial,L231104,59,4697,2878,Químicos,209,150,Bodega Norte
2023-11-17,F00180,Ana Torres,Química Valpo,Solvente Multiuso,L231103,13,7156,4762,Solventes,48,35,Bodega Norte
2023-11-18,F00181,Ana Torres,Servicios Mineros Z,Aditivo Antiespuma,L231110,35,5827,3320,Químicos,102,67,Bodega Centro
2023-11-18,F00181,Ana Torres,Servicios Mineros Z,Detergente Alcalino,L231115,11,4157,2208,Limpieza,70,59,Bodega Centro
2023-11-18,F00181,Ana Torres,Servicios Mineros Z,Desinfectante Amonio,L231112,22,5312,3182,Limpieza,63,41,Bodega Centro
2023-11-18,F00182,Juan Pérez,Comercial FríoSur,Desengrasante Industrial,L231110,29,5169,2882,Químicos,48,19,Bodega Centro
2023-11-18,F00182,Juan Pérez,Comercial FríoSur,Detergente Alcalino,L231120,8,4224,2283,Limpieza,23,15,Bodega Centro
2023-11-18,F00182,Juan Pérez,Comercial FríoSur,Detergente Alcalino,L231110,1,4224,2283,Limpieza,4,3,Bodega Centro
2023-11-18,F00182,Juan Pérez,Comercial FríoSur,Aditivo Antiespuma,L231103,21,5722,3642,Químicos,71,50,Bodega Centro
2023-11-18,F00182,Juan Pérez,Comercial FríoSur,Aditivo Antiespuma,L231107,28,5722,3642,Químicos,93,65,Bodega Centro
2023-11-18,F00182,Juan Pérez,Comercial FríoSur,Solvente Multiuso,L231123,3,7038,4615,Solventes,10,7,Bodega Centro
2023-11-21,F00183,Juan Pérez,Alimentos Andinos,Desengrasante Industrial,L231109,59,4880,3115,Químicos,59,0,Bodega Norte
2023-11-21,F00183,Juan Pérez,Alimentos Andinos,Detergente Enzimático,L231120,48,5806,3682,Limpieza,197,149,Bodega Norte
2023-11-21,F00183,Juan Pérez,Alimentos Andinos,Detergente Alcalino,L231101,5,4172,2274,Limpieza,21,16,Bodega Norte
2023-11-21,F00183,Juan Pérez,Alimentos Andinos,Detergente Alcalino,L231113,12,4172,2274,Limpieza,41,29,Bodega Norte
2023-11-21,F00183,Juan Pérez,Alimentos Andinos,Removedor de Ceras,L231128,12,9087,5318,Solventes,27,15,Bodega Norte
2023-11-21,F00183,Juan Pérez,Alimentos Andinos,Sellador Epóxico,L231119,7,13450,9466,Químicos,14,7,Bodega Norte
2023-11-21,F00184,Ana Torres,Distribuidora Austral,Solvente Multiuso,L231101,168,7931,4458,Solventes,315,147,Bodega Norte
2023-11-21,F00184,Ana Torres,Distribuidora Austral,Desengrasante Industrial,L231113,27,5112,3245,Químicos,64,37,Bodega Norte
2023-11-21,F00185,Ana Torres,Comercial FríoSur,Solvente Multiuso,L231121,17,7798,5027,Solventes,69,52,Bodega Norte
2023-11-22,F00186,Juan Pérez,Logística Andes,Solvente Multiuso,L231129,16,7193,4668,Solventes,66,50,Bodega Centro
2023-11-22,F00186,Juan Pérez,Logística Andes,Detergente Enzimático,L231122,37,5950,4022,Limpieza,139,102,Bodega Centro
2023-11-23,F00187,María López,Distribuidora Austral,Detergente Alcalino,L231114,1,3795,2433,Limpieza,2,1,Bodega Sur
2023-11-23,F00187,María López,Distribuidora Austral,Desinfectante Amonio,L231113,18,5220,3149,Limpieza,62,44,Bodega Sur
2023-11-23,F00188,Pedro Ruiz,MetalMaq Ltda,Sellador Epóxico,L231111,5,12992,9465,Químicos,16,11,Bodega Norte
2023-11-23,F00188,Pedro Ruiz,MetalMaq Ltda,Solvente Multiuso,L231126,36,7197,4547,Solventes,121,85,Bodega Norte
2023-11-23,F00188,Pedro Ruiz,MetalMaq Ltda,Aditivo Antiespuma,L231115,258,5471,3543,Químicos,589,331,Bodega Norte
2023-11-23,F00189,Pedro Ruiz,Alimentos Andinos,Removedor de Ceras,L231105,2,9551,5481,Solventes,9,7,Bodega Sur
2023-11-23,F00189,Pedro Ruiz,Alimentos Andinos,Detergente Alcalino,L231108,10,3878,2289,Limpieza,30,20,Bodega Sur
2023-11-24,F00190,Juan Pérez,Distribuidora Austral,Aditivo Antiespuma,L231118,17,5337,3660,Químicos,59,42,Bodega Centro
2023-11-24,F00190,Juan Pérez,Distribuidora Austral,Aditivo Antiespuma,L231119,21,5337,3660,Químicos,58,37,Bodega Centro
2023-11-27,F00191,Ana Torres,Distribuidora Austral,Detergente Enzimático,L231124,52,6682,3710,Limpieza,136,84,Bodega Centro
2023-11-28,F00192,Juan Pérez,Retail Pacífico,Sellador Epóxico,L231127,5,12804,9119,Químicos,19,14,Bodega Norte
2023-11-28,F00192,Juan Pérez,Retail Pacífico,Desengrasante Industrial,L210715,2,5129,2959,Químicos,6,4,Bodega Norte
2023-11-28,F00192,Juan Pérez,Retail Pacífico,Desengrasante Industrial,L231109,4,5129,2959,Químicos,9,5,Bodega Norte
2023-11-29,F00193,María López,Alimentos Andinos,Desinfectante Amonio,L231107,6,5219,3168,Limpieza,19,13,Bodega Norte
2023-11-29,F00193,María López,Alimentos Andinos,Solvente Multiuso,L231125,20,7541,4460,Solventes,46,26,Bodega Norte
2023-11-29,F00194,Ana Torres,Retail Pacífico,Removedor de Ceras,L231122,11,9518,4938,Solventes,31,20,Bodega Norte
2023-11-29,F00195,María López,MetalMaq Ltda,Solvente Multiuso,L231123,13,7888,4957,Solventes,48,35,Bodega Centro
2023-11-29,F00195,María López,MetalMaq Ltda,Desinfectante Amonio,L231118,8,5370,3303,Limpieza,12,4,Bodega Centro
2023-11-30,F00196,Juan Pérez,Comercial FríoSur,Desengrasante Industrial,L231120,45,4581,3295,Químicos,91,46,Bodega Sur
2023-11-30,F00197,Ana Torres,Alimentos Andinos,Aditivo Antiespuma,L231108,24,5894,3231,Químicos,72,48,Bodega Norte
2023-11-30,F00197,Ana Torres,Alimentos Andinos,Sellador Epóxico,L231129,1,11921,9183,Químicos,2,1,Bodega Norte
2023-11-30,F00197,Ana Torres,Alimentos Andinos,Sellador Epóxico,L231108,1,11921,9183,Químicos,2,1,Bodega Norte
2023-12-06,F00198,Ana Torres,Supermercados Nova,Desinfectante Amonio,L231218,35,5581,2982,Limpieza,122,87,Bodega Norte
2023-12-06,F00199,María López,Industrias Polar,Desengrasante Industrial,L231207,31,5217,3140,Químicos,145,114,Bodega Centro
2023-12-06,F00199,María López,Industrias Polar,Desengrasante Industrial,L231229,6,5217,3140,Químicos,20,14,Bodega Centro
2023-12-06,F00199,María López,Industrias Polar,Solvente Multiuso,L231222,13,7232,4599,Solventes,21,8,Bodega Centro
2023-12-06,F00199,María López,Industrias Polar,Aditivo Antiespuma,L231207,21,5908,3394,Químicos,79,58,Bodega Centro
2023-12-06,F00199,María López,Industrias Polar,Aditivo Antiespuma,L231204,3,5908,3394,Químicos,13,10,Bodega Centro
2023-12-07,F00200,Pedro Ruiz,Distribuidora Austral,Solvente Multiuso,L231222,4,7599,4519,Solventes,10,6,Bodega Norte
2023-12-07,F00200,Pedro Ruiz,Distribuidora Austral,Solvente Multiuso,L231219,10,7599,4519,Solventes,12,2,Bodega Norte
2023-12-07,F00200,Pedro Ruiz,Distribuidora Austral,Removedor de Ceras,L231216,1,8720,5187,Solventes,3,2,Bodega Norte
2023-12-07,F00200,Pedro Ruiz,Distribuidora Austral,Sellador Epóxico,L231208,1,12205,8553,Químicos,2,1,Bodega Norte
2023-12-07,F00201,Ana Torres,Distribuidora Austral,Desengrasante Industrial,L231216,4,4783,3059,Químicos,12,8,Bodega Centro
2023-12-07,F00201,Ana Torres,Distribuidora Austral,Desengrasante Industrial,L231224,11,4783,3059,Químicos,11,0,Bodega Centro
2023-12-07,F00201,Ana Torres,Distribuidora Austral,Removedor de Ceras,L231224,9,9118,4964,Solventes,43,34,Bodega Centro
2023-12-07,F00202,María López,Distribuidora Austral,Aditivo Antiespuma,L231220,37,5606,3676,Químicos,83,46,Bodega Centro
2023-12-08,F00203,Pedro Ruiz,Retail Pacífico,Sellador Epóxico,L231210,5,13645,8326,Químicos,16,11,Bodega Centro
2023-12-08,F00203,Pedro Ruiz,Retail Pacífico,Aditivo Antiespuma,L231222,38,5716,3355,Químicos,142,104,Bodega Centro
2023-12-08,F00203,Pedro Ruiz,Retail Pacífico,Detergente Alcalino,L231214,13,3985,2366,Limpieza,58,45,Bodega Centro
2023-12-08,F00204,Juan Pérez,Industrias Polar,Aditivo Antiespuma,L231214,29,5679,3315,Químicos,108,79,Bodega Norte
2023-12-08,F00204,Juan Pérez,Industrias Polar,Solvente Multiuso,L231224,22,7245,4608,Solventes,66,44,Bodega Norte
2023-12-08,F00205,Ana Torres,Alimentos Andinos,Removedor de Ceras,L231208,2,8453,5103,Solventes,9,7,Bodega Centro
2023-12-08,F00205,Ana Torres,Alimentos Andinos,Removedor de Ceras,L231208,2,8453,5103,Solventes,5,3,Bodega Centro
2023-12-08,F00206,Pedro Ruiz,Logística Andes,Aditivo Antiespuma,L231210,1,5893,3255,Químicos,3,2,Bodega Centro
2023-12-08,F00206,Pedro Ruiz,Logística Andes,Desinfectante Amonio,L231216,22,5163,2978,Limpieza,27,5,Bodega Centro
2023-12-09,F00207,Pedro Ruiz,Supermercados Nova,Aditivo Antiespuma,L231206,36,6096,3508,Químicos,162,126,Bodega Sur
2023-12-11,F00208,María López,Logística Andes,Desengrasante Industrial,L231222,19,4756,3146,Químicos,65,46,Bodega Centro
2023-12-11,F00208,María López,Logística Andes,Solvente Multiuso,L231215,6,7526,4374,Solventes,8,2,Bodega Centro
2023-12-12,F00209,María López,MetalMaq Ltda,Removedor de Ceras,L231227,10,8781,5418,Solventes,25,15,Bodega Norte
2023-12-12,F00209,María López,MetalMaq Ltda,Desinfectante Amonio,L231208,140,5186,3029,Limpieza,266,126,Bodega Norte
2023-12-12,F00209,María López,MetalMaq Ltda,Detergente Enzimático,L231214,56,5986,3636,Limpieza,83,27,Bodega Norte
2023-12-13,F00210,Ana Torres,Retail Pacífico,Aditivo Antiespuma,L231216,20,5680,3238,Químicos,60,40,Bodega Norte
2023-12-13,F00210,Ana Torres,Retail Pacífico,Desinfectante Amonio,L231229,22,5154,3254,Limpieza,58,36,Bodega Norte
2023-12-13,F00210,Ana Torres,Retail Pacífico,Removedor de Ceras,L231212,1,9560,5299,Solventes,2,1,Bodega Norte
2023-12-13,F00211,María López,Alimentos Andinos,Detergente Alcalino,L231203,17,4219,2332,Limpieza,70,53,Bodega Norte
2023-12-13,F00211,María López,Alimentos Andinos,Desinfectante Amonio,L231202,13,5452,3009,Limpieza,13,0,Bodega Norte
2023-12-13,F00211,María López,Alimentos Andinos,Detergente Enzimático,L231206,26,6664,3874,Limpieza,70,44,Bodega Norte
2023-12-13,F00212,Pedro Ruiz,Servicios Mineros Z,Sellador Epóxico,L231226,4,12091,8648,Químicos,15,11,Bodega Sur
2023-12-13,F00212,Pedro Ruiz,Servicios Mineros Z,Detergente Enzimático,L231209,35,6432,3943,Limpieza,70,35,Bodega Sur
2023-12-14,F00213,Juan Pérez,Comercial FríoSur,Solvente Multiuso,L231205,28,7984,4953,Solventes,128,100,Bodega Norte
2023-12-14,F00213,Juan Pérez,Comercial FríoSur,Desinfectante Amonio,L231220,17,5159,3151,Limpieza,36,19,Bodega Norte
2023-12-14,F00214,Pedro Ruiz,Química Valpo,Sellador Epóxico,L231221,1,12416,8500,Químicos,1,0,Bodega Sur
2023-12-14,F00214,Pedro Ruiz,Química Valpo,Sellador Epóxico,L231210,3,12416,8500,Químicos,14,11,Bodega Sur
2023-12-14,F00214,Pedro Ruiz,Química Valpo,Aditivo Antiespuma,L231226,35,5711,3428,Químicos,117,82,Bodega Sur
